,batting_team,bowling_team,venue,runs_left,balls_left,wickets_left,runs_target_y,crr,rrr,result
198207,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",115.0,90,9,160.0,9.0,7.7,0
198208,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",111.0,89,9,160.0,9.5,7.5,0
198209,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",110.0,88,9,160.0,9.4,7.5,0
198210,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",104.0,87,9,160.0,10.2,7.2,0
198211,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",104.0,86,8,160.0,9.9,7.3,0
198212,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",104.0,85,8,160.0,9.6,7.3,0
198213,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",104.0,84,8,160.0,9.3,7.4,0
198214,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",102.0,83,8,160.0,9.4,7.4,0
198215,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",102.0,82,8,160.0,9.2,7.5,0
198216,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",102.0,81,8,160.0,8.9,7.6,0
198217,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",100.0,80,8,160.0,9.0,7.5,0
198218,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",99.0,79,8,160.0,8.9,7.5,0
198219,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",98.0,78,8,160.0,8.9,7.5,0
198220,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",98.0,77,8,160.0,8.7,7.6,0
198221,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",98.0,76,8,160.0,8.5,7.7,0
198222,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",97.0,75,8,160.0,8.4,7.8,0
198223,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",97.0,74,8,160.0,8.2,7.9,0
198224,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",96.0,73,8,160.0,8.2,7.9,0
198225,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",96.0,72,8,160.0,8.0,8.0,0
198226,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",96.0,71,8,160.0,7.8,8.1,0
198227,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",96.0,70,8,160.0,7.7,8.2,0
198228,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",92.0,69,8,160.0,8.0,8.0,0
198229,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",88.0,68,8,160.0,8.3,7.8,0
198230,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",88.0,67,8,160.0,8.2,7.9,0
198231,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",88.0,66,8,160.0,8.0,8.0,0
198232,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",87.0,65,8,160.0,8.0,8.0,0
198233,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",86.0,64,8,160.0,7.9,8.1,0
198234,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",85.0,63,8,160.0,7.9,8.1,0
198235,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",81.0,62,8,160.0,8.2,7.8,0
198236,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",80.0,61,8,160.0,8.1,7.9,0
198237,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",80.0,60,8,160.0,8.0,8.0,0
198238,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",80.0,59,8,160.0,7.9,8.1,0
198239,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",78.0,58,8,160.0,7.9,8.1,0
198240,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",78.0,57,8,160.0,7.8,8.2,0
198241,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",77.0,56,8,160.0,7.8,8.2,0
198242,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",77.0,55,8,160.0,7.7,8.4,0
198243,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",76.0,54,8,160.0,7.6,8.4,0
198244,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",76.0,53,8,160.0,7.5,8.6,0
198245,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",76.0,52,7,160.0,7.4,8.8,0
198246,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",76.0,51,7,160.0,7.3,8.9,0
198247,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",75.0,50,7,160.0,7.3,9.0,0
198248,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",74.0,49,7,160.0,7.3,9.1,0
198249,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",73.0,48,7,160.0,7.2,9.1,0
198250,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",72.0,48,7,160.0,7.3,9.0,0
198251,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",68.0,47,7,160.0,7.6,8.7,0
198252,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",67.0,46,7,160.0,7.5,8.7,0
198253,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",67.0,45,7,160.0,7.4,8.9,0
198254,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",66.0,44,7,160.0,7.4,9.0,0
198255,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",65.0,43,7,160.0,7.4,9.1,0
198256,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",64.0,42,7,160.0,7.4,9.1,0
198257,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",63.0,41,7,160.0,7.4,9.2,0
198258,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",62.0,40,7,160.0,7.4,9.3,0
198259,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",60.0,39,7,160.0,7.4,9.2,0
198260,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",60.0,38,7,160.0,7.3,9.5,0
198261,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",60.0,37,7,160.0,7.2,9.7,0
198262,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",56.0,36,7,160.0,7.4,9.3,0
198263,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",56.0,35,7,160.0,7.3,9.6,0
198264,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",56.0,34,6,160.0,7.3,9.9,0
198265,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",55.0,33,6,160.0,7.2,10.0,0
198266,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",53.0,32,6,160.0,7.3,9.9,0
198267,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",52.0,31,6,160.0,7.3,10.1,0
198268,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",50.0,30,6,160.0,7.3,10.0,0
198269,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",49.0,29,6,160.0,7.3,10.1,0
198270,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",49.0,28,6,160.0,7.2,10.5,0
198271,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",48.0,27,6,160.0,7.2,10.7,0
198272,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",47.0,27,6,160.0,7.3,10.4,0
198273,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",46.0,26,6,160.0,7.3,10.6,0
198274,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",45.0,25,6,160.0,7.3,10.8,0
198275,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",43.0,24,6,160.0,7.3,10.8,0
198276,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",43.0,23,5,160.0,7.2,11.2,0
198277,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",43.0,22,4,160.0,7.2,11.7,0
198278,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",43.0,21,4,160.0,7.1,12.3,0
198279,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",41.0,20,4,160.0,7.1,12.3,0
198280,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",40.0,19,4,160.0,7.1,12.6,0
198281,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",39.0,18,4,160.0,7.1,13.0,0
198282,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",35.0,17,4,160.0,7.3,12.4,0
198283,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",34.0,16,4,160.0,7.3,12.8,0
198284,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",33.0,15,4,160.0,7.3,13.2,0
198285,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",31.0,14,4,160.0,7.3,13.3,0
198286,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",30.0,13,4,160.0,7.3,13.8,0
198287,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",28.0,12,4,160.0,7.3,14.0,0
198288,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",27.0,11,4,160.0,7.3,14.7,0
198289,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",26.0,11,4,160.0,7.4,14.2,0
198290,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",24.0,10,4,160.0,7.4,14.4,0
198291,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",24.0,9,3,160.0,7.4,16.0,0
198292,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",20.0,8,3,160.0,7.5,15.0,0
198293,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",20.0,7,3,160.0,7.4,17.1,0
198294,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",16.0,6,3,160.0,7.6,16.0,0
198295,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",15.0,5,3,160.0,7.6,18.0,0
198296,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",11.0,5,3,160.0,7.8,13.2,0
198297,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",10.0,4,3,160.0,7.8,15.0,0
198298,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,3,3,160.0,8.0,8.0,0
198299,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",3.0,2,3,160.0,8.0,9.0,0
198300,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1,3,160.0,8.0,12.0,0
198438,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",120.0,119,10,124.0,24.0,6.1,1
198439,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",120.0,118,10,124.0,12.0,6.1,1
198440,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",119.0,117,10,124.0,10.0,6.1,1
198441,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",119.0,116,9,124.0,7.5,6.2,1
198442,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",119.0,115,9,124.0,6.0,6.2,1
198443,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",119.0,114,9,124.0,5.0,6.3,1
198444,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",119.0,113,9,124.0,4.3,6.3,1
198445,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",119.0,112,9,124.0,3.8,6.4,1
198446,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",115.0,111,9,124.0,6.0,6.2,1
198447,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",115.0,110,9,124.0,5.4,6.3,1
198448,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",115.0,109,8,124.0,4.9,6.3,1
198449,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",114.0,108,8,124.0,5.0,6.3,1
198451,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",110.0,107,8,124.0,6.5,6.2,1
198452,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",109.0,106,8,124.0,6.4,6.2,1
198453,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",109.0,105,8,124.0,6.0,6.2,1
198454,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",108.0,104,8,124.0,6.0,6.2,1
198455,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",107.0,103,8,124.0,6.0,6.2,1
198456,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",107.0,102,7,124.0,5.7,6.3,1
198457,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",107.0,101,7,124.0,5.4,6.4,1
198458,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",107.0,100,7,124.0,5.1,6.4,1
198459,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",107.0,99,7,124.0,4.9,6.5,1
198460,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",101.0,98,7,124.0,6.3,6.2,1
198461,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",101.0,97,7,124.0,6.0,6.2,1
198462,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",97.0,96,7,124.0,6.8,6.1,1
198463,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",97.0,95,7,124.0,6.5,6.1,1
198464,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",96.0,94,7,124.0,6.5,6.1,1
198465,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",95.0,93,7,124.0,6.4,6.1,1
198466,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",91.0,92,7,124.0,7.1,5.9,1
198467,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",91.0,91,7,124.0,6.8,6.0,1
198468,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",87.0,90,7,124.0,7.4,5.8,1
198469,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",83.0,89,7,124.0,7.9,5.6,1
198470,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",83.0,88,7,124.0,7.7,5.7,1
198471,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",82.0,87,7,124.0,7.6,5.7,1
198472,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",82.0,86,7,124.0,7.4,5.7,1
198473,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",82.0,85,7,124.0,7.2,5.8,1
198474,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",82.0,84,7,124.0,7.0,5.9,1
198475,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",82.0,83,7,124.0,6.8,5.9,1
198476,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",81.0,82,7,124.0,6.8,5.9,1
198477,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",80.0,81,7,124.0,6.8,5.9,1
198478,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",80.0,80,7,124.0,6.6,6.0,1
198479,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",79.0,79,7,124.0,6.6,6.0,1
198480,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",78.0,78,7,124.0,6.6,6.0,1
198481,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",74.0,77,7,124.0,7.0,5.8,1
198482,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",74.0,76,7,124.0,6.8,5.8,1
198483,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",70.0,75,7,124.0,7.2,5.6,1
198484,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",69.0,74,7,124.0,7.2,5.6,1
198485,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",69.0,73,7,124.0,7.0,5.7,1
198486,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",65.0,72,7,124.0,7.4,5.4,1
198487,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",64.0,71,7,124.0,7.3,5.4,1
198488,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",63.0,70,7,124.0,7.3,5.4,1
198489,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",59.0,69,7,124.0,7.6,5.1,1
198490,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",58.0,68,7,124.0,7.6,5.1,1
198491,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",57.0,67,7,124.0,7.6,5.1,1
198492,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",56.0,66,7,124.0,7.6,5.1,1
198493,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",56.0,65,7,124.0,7.4,5.2,1
198494,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",54.0,64,7,124.0,7.5,5.1,1
198495,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",50.0,63,7,124.0,7.8,4.8,1
198496,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",50.0,62,7,124.0,7.7,4.8,1
198497,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",50.0,61,7,124.0,7.5,4.9,1
198498,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",48.0,60,7,124.0,7.6,4.8,1
198499,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",47.0,59,7,124.0,7.6,4.8,1
198500,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",43.0,58,7,124.0,7.8,4.4,1
198501,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",42.0,57,7,124.0,7.8,4.4,1
198502,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",42.0,56,7,124.0,7.7,4.5,1
198503,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",41.0,55,7,124.0,7.7,4.5,1
198504,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",41.0,54,6,124.0,7.5,4.6,1
198505,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",41.0,53,6,124.0,7.4,4.6,1
198506,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",40.0,52,6,124.0,7.4,4.6,1
198507,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",40.0,51,6,124.0,7.3,4.7,1
198508,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",40.0,50,6,124.0,7.2,4.8,1
198509,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",36.0,49,6,124.0,7.4,4.4,1
198510,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",36.0,48,6,124.0,7.3,4.5,1
198511,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",36.0,47,6,124.0,7.2,4.6,1
198512,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",35.0,46,6,124.0,7.2,4.6,1
198513,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",34.0,45,6,124.0,7.2,4.5,1
198514,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",34.0,44,6,124.0,7.1,4.6,1
198515,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",33.0,43,6,124.0,7.1,4.6,1
198516,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",33.0,42,6,124.0,7.0,4.7,1
198517,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",33.0,41,6,124.0,6.9,4.8,1
198518,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",32.0,40,6,124.0,6.9,4.8,1
198519,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",32.0,39,6,124.0,6.8,4.9,1
198520,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",28.0,38,6,124.0,7.0,4.4,1
198521,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",27.0,37,6,124.0,7.0,4.4,1
198522,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",26.0,36,6,124.0,7.0,4.3,1
198523,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",26.0,35,5,124.0,6.9,4.5,1
198524,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",26.0,34,5,124.0,6.8,4.6,1
198525,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",25.0,33,5,124.0,6.8,4.5,1
198526,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",23.0,32,5,124.0,6.9,4.3,1
198527,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",23.0,31,5,124.0,6.8,4.5,1
198528,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",22.0,30,5,124.0,6.8,4.4,1
198529,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",22.0,29,5,124.0,6.7,4.6,1
198530,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",21.0,28,5,124.0,6.7,4.5,1
198531,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",20.0,27,5,124.0,6.7,4.4,1
198532,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",16.0,26,5,124.0,6.9,3.7,1
198533,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",10.0,25,5,124.0,7.2,2.4,1
198534,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",9.0,24,5,124.0,7.2,2.2,1
198535,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",8.0,23,5,124.0,7.2,2.1,1
198536,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",4.0,22,5,124.0,7.3,1.1,1
198537,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",2.0,21,5,124.0,7.4,0.6,1
198538,Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",0.0,20,5,124.0,7.6,0.0,1
198661,Delhi Capitals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",172.0,119,10,172.0,0.0,8.7,0
198662,Delhi Capitals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",171.0,118,10,172.0,3.0,8.7,0
198663,Delhi Capitals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",170.0,117,10,172.0,4.0,8.7,0
198664,Delhi Capitals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",169.0,116,10,172.0,4.5,8.7,0
198665,Delhi Capitals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",169.0,115,10,172.0,3.6,8.8,0
198666,Delhi Capitals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",165.0,114,10,172.0,7.0,8.7,0
198667,Delhi Capitals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",161.0,113,10,172.0,9.4,8.5,0
198668,Delhi Capitals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",160.0,112,10,172.0,9.0,8.6,0
