,batting_team,bowling_team,venue,runs_left,balls_left,wickets_left,runs_target_y,crr,rrr,result
124,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",222.0,119,10,223.0,6.0,11.2,0
125,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",221.0,118,10,223.0,6.0,11.2,0
127,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",220.0,117,10,223.0,6.0,11.3,0
128,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",219.0,116,10,223.0,6.0,11.3,0
129,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",219.0,115,10,223.0,4.8,11.4,0
130,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",219.0,114,10,223.0,4.0,11.5,0
131,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",219.0,113,9,223.0,3.4,11.6,0
132,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",219.0,112,9,223.0,3.0,11.7,0
133,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",215.0,111,9,223.0,5.3,11.6,0
134,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",214.0,110,9,223.0,5.4,11.7,0
135,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",214.0,109,9,223.0,4.9,11.8,0
136,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",214.0,108,9,223.0,4.5,11.9,0
137,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",214.0,107,9,223.0,4.2,12.0,0
138,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",214.0,106,8,223.0,3.9,12.1,0
139,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",213.0,105,8,223.0,4.0,12.2,0
140,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",213.0,104,8,223.0,3.8,12.3,0
141,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",212.0,103,8,223.0,3.9,12.3,0
143,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",211.0,102,8,223.0,4.0,12.4,0
144,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",209.0,101,8,223.0,4.4,12.4,0
145,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",208.0,100,8,223.0,4.5,12.5,0
146,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",208.0,99,8,223.0,4.3,12.6,0
147,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",207.0,98,8,223.0,4.4,12.7,0
148,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",207.0,97,8,223.0,4.2,12.8,0
149,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",207.0,96,8,223.0,4.0,12.9,0
150,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",206.0,95,8,223.0,4.1,13.0,0
151,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",205.0,94,8,223.0,4.2,13.1,0
152,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",205.0,93,8,223.0,4.0,13.2,0
153,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",199.0,92,8,223.0,5.1,13.0,0
154,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",199.0,91,7,223.0,5.0,13.1,0
155,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",199.0,90,7,223.0,4.8,13.3,0
156,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",199.0,89,7,223.0,4.6,13.4,0
157,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",199.0,88,6,223.0,4.5,13.6,0
158,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",199.0,87,6,223.0,4.4,13.7,0
159,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",198.0,86,6,223.0,4.4,13.8,0
160,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",197.0,85,6,223.0,4.5,13.9,0
161,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",197.0,84,6,223.0,4.3,14.1,0
162,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",197.0,83,6,223.0,4.2,14.2,0
163,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",197.0,82,6,223.0,4.1,14.4,0
164,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",196.0,81,6,223.0,4.2,14.5,0
165,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",195.0,80,6,223.0,4.2,14.6,0
166,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",194.0,80,6,223.0,4.4,14.6,0
168,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",194.0,79,6,223.0,4.2,14.7,0
169,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",190.0,78,6,223.0,4.7,14.6,0
170,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",189.0,77,6,223.0,4.7,14.7,0
171,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",188.0,76,6,223.0,4.8,14.8,0
172,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",187.0,75,6,223.0,4.8,15.0,0
173,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",185.0,74,6,223.0,5.0,15.0,0
174,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",185.0,73,5,223.0,4.9,15.2,0
175,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",185.0,72,5,223.0,4.8,15.4,0
176,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",185.0,71,5,223.0,4.7,15.6,0
177,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",185.0,70,4,223.0,4.6,15.9,0
178,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",185.0,69,4,223.0,4.5,16.1,0
179,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",184.0,68,4,223.0,4.5,16.2,0
180,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",183.0,68,4,223.0,4.6,16.1,0
181,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",182.0,68,4,223.0,4.7,16.1,0
182,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",180.0,67,4,223.0,4.9,16.1,0
183,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",180.0,66,3,223.0,4.8,16.4,0
184,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",179.0,65,3,223.0,4.8,16.5,0
185,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",179.0,64,3,223.0,4.7,16.8,0
186,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",179.0,63,3,223.0,4.6,17.0,0
187,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",178.0,62,3,223.0,4.7,17.2,0
188,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",177.0,62,3,223.0,4.8,17.1,0
189,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",173.0,61,3,223.0,5.1,17.0,0
190,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",172.0,60,3,223.0,5.1,17.2,0
191,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",172.0,59,3,223.0,5.0,17.5,0
192,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",172.0,58,3,223.0,4.9,17.8,0
193,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",172.0,57,3,223.0,4.9,18.1,0
194,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",171.0,56,3,223.0,4.9,18.3,0
195,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",167.0,55,3,223.0,5.2,18.2,0
196,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",167.0,54,3,223.0,5.1,18.6,0
197,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",166.0,53,2,223.0,5.1,18.8,0
198,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",166.0,52,2,223.0,5.0,19.2,0
199,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",166.0,51,2,223.0,5.0,19.5,0
200,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",165.0,50,2,223.0,5.0,19.8,0
201,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",165.0,49,2,223.0,4.9,20.2,0
202,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",164.0,48,2,223.0,4.9,20.5,0
203,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",158.0,47,2,223.0,5.3,20.2,0
204,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",156.0,46,2,223.0,5.4,20.3,0
205,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",155.0,46,2,223.0,5.5,20.2,0
206,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",154.0,45,2,223.0,5.5,20.5,0
207,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",154.0,44,2,223.0,5.4,21.0,0
208,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",154.0,43,2,223.0,5.4,21.5,0
209,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",153.0,42,2,223.0,5.4,21.9,0
210,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",153.0,41,1,223.0,5.3,22.4,0
211,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",152.0,40,1,223.0,5.3,22.8,0
212,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",152.0,39,1,223.0,5.3,23.4,0
213,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",152.0,38,1,223.0,5.2,24.0,0
214,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",152.0,37,1,223.0,5.1,24.6,0
215,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",146.0,36,1,223.0,5.5,24.3,0
216,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",145.0,35,1,223.0,5.5,24.9,0
218,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",145.0,34,1,223.0,5.4,25.6,0
219,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",144.0,33,1,223.0,5.4,26.2,0
220,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",143.0,32,1,223.0,5.5,26.8,0
221,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",142.0,31,1,223.0,5.5,27.5,0
222,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",142.0,30,1,223.0,5.4,28.4,0
223,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",141.0,29,1,223.0,5.4,29.2,0
224,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",141.0,29,0,223.0,5.4,29.2,0
349,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",237.0,119,10,241.0,24.0,11.9,0
350,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",237.0,118,10,241.0,12.0,12.1,0
351,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",237.0,117,10,241.0,8.0,12.2,0
352,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",236.0,116,10,241.0,7.5,12.2,0
353,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",236.0,115,10,241.0,6.0,12.3,0
354,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",232.0,114,10,241.0,9.0,12.2,0
355,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",231.0,113,10,241.0,8.6,12.3,0
356,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",231.0,112,10,241.0,7.5,12.4,0
357,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",230.0,111,10,241.0,7.3,12.4,0
358,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",230.0,110,10,241.0,6.6,12.5,0
359,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",226.0,109,10,241.0,8.2,12.4,0
360,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",225.0,108,10,241.0,8.0,12.5,0
361,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",224.0,107,10,241.0,7.8,12.6,0
362,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",220.0,106,10,241.0,9.0,12.5,0
363,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",220.0,105,10,241.0,8.4,12.6,0
364,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",216.0,104,10,241.0,9.4,12.5,0
365,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",215.0,103,10,241.0,9.2,12.5,0
366,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",214.0,102,10,241.0,9.0,12.6,0
367,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",214.0,101,10,241.0,8.5,12.7,0
368,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",214.0,100,10,241.0,8.1,12.8,0
369,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",213.0,99,10,241.0,8.0,12.9,0
370,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",212.0,98,10,241.0,7.9,13.0,0
371,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",210.0,97,10,241.0,8.1,13.0,0
372,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",204.0,96,10,241.0,9.2,12.8,0
373,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",204.0,95,10,241.0,8.9,12.9,0
374,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",204.0,94,10,241.0,8.5,13.0,0
375,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",203.0,93,10,241.0,8.4,13.1,0
376,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",202.0,92,10,241.0,8.4,13.2,0
377,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",198.0,91,10,241.0,8.9,13.1,0
378,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",194.0,90,10,241.0,9.4,12.9,0
379,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",193.0,89,10,241.0,9.3,13.0,0
380,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",187.0,88,10,241.0,10.1,12.8,0
381,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",186.0,87,10,241.0,10.0,12.8,0
382,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",185.0,86,10,241.0,9.9,12.9,0
384,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",185.0,85,9,241.0,9.6,13.1,0
385,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",184.0,84,9,241.0,9.5,13.1,0
386,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",178.0,84,9,241.0,10.5,12.7,0
387,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",177.0,83,9,241.0,10.4,12.8,0
388,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",176.0,82,9,241.0,10.3,12.9,0
389,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",175.0,81,9,241.0,10.2,13.0,0
390,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",174.0,80,9,241.0,10.0,13.0,0
391,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",173.0,79,9,241.0,10.0,13.1,0
392,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",172.0,78,9,241.0,9.9,13.2,0
393,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",168.0,77,9,241.0,10.2,13.1,0
394,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",164.0,76,9,241.0,10.5,12.9,0
395,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",163.0,75,9,241.0,10.4,13.0,0
396,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",162.0,74,9,241.0,10.3,13.1,0
397,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",158.0,73,9,241.0,10.6,13.0,0
398,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",157.0,72,9,241.0,10.5,13.1,0
399,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",153.0,71,9,241.0,10.8,12.9,0
400,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",149.0,70,9,241.0,11.0,12.8,0
401,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",148.0,69,9,241.0,10.9,12.9,0
402,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",147.0,68,9,241.0,10.8,13.0,0
403,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",146.0,67,9,241.0,10.8,13.1,0
404,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",145.0,66,9,241.0,10.7,13.2,0
405,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",144.0,66,9,241.0,10.8,13.1,0
406,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",143.0,65,9,241.0,10.7,13.2,0
407,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",137.0,64,9,241.0,11.1,12.8,0
408,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",137.0,63,9,241.0,10.9,13.0,0
409,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",136.0,62,9,241.0,10.9,13.2,0
410,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",132.0,61,9,241.0,11.1,13.0,0
411,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",131.0,60,9,241.0,11.0,13.1,0
412,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",130.0,59,9,241.0,10.9,13.2,0
413,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",130.0,58,8,241.0,10.7,13.4,0
414,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",129.0,57,8,241.0,10.7,13.6,0
415,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",128.0,56,8,241.0,10.6,13.7,0
416,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",127.0,55,8,241.0,10.5,13.9,0
417,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",126.0,54,8,241.0,10.5,14.0,0
418,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",125.0,53,8,241.0,10.4,14.2,0
419,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",119.0,52,8,241.0,10.8,13.7,0
420,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",115.0,51,8,241.0,11.0,13.5,0
421,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",115.0,50,8,241.0,10.8,13.8,0
422,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",115.0,49,8,241.0,10.6,14.1,0
423,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",114.0,48,8,241.0,10.6,14.2,0
424,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",113.0,47,8,241.0,10.5,14.4,0
425,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",107.0,46,8,241.0,10.9,14.0,0
426,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",106.0,45,8,241.0,10.8,14.1,0
427,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",105.0,44,8,241.0,10.7,14.3,0
428,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",101.0,43,8,241.0,10.9,14.1,0
429,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",100.0,42,8,241.0,10.8,14.3,0
430,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",99.0,41,8,241.0,10.8,14.5,0
431,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",98.0,40,8,241.0,10.7,14.7,0
432,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",97.0,39,8,241.0,10.7,14.9,0
433,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",95.0,38,8,241.0,10.7,15.0,0
434,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",89.0,38,8,241.0,11.1,14.1,0
435,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",89.0,37,8,241.0,11.0,14.4,0
436,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",89.0,36,8,241.0,10.9,14.8,0
437,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",88.0,35,8,241.0,10.8,15.1,0
438,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",88.0,34,7,241.0,10.7,15.5,0
439,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",84.0,33,7,241.0,10.8,15.3,0
440,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",83.0,32,7,241.0,10.8,15.6,0
441,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",82.0,31,7,241.0,10.7,15.9,0
442,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",76.0,30,7,241.0,11.0,15.2,0
443,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",74.0,29,7,241.0,11.0,15.3,0
444,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",73.0,28,7,241.0,11.0,15.6,0
445,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",69.0,27,7,241.0,11.1,15.3,0
446,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",68.0,26,7,241.0,11.0,15.7,0
447,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",67.0,25,7,241.0,11.0,16.1,0
448,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",65.0,24,7,241.0,11.0,16.2,0
449,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",64.0,23,7,241.0,10.9,16.7,0
450,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",63.0,22,7,241.0,10.9,17.2,0
451,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",62.0,21,7,241.0,10.8,17.7,0
452,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",58.0,20,7,241.0,11.0,17.4,0
453,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",57.0,19,7,241.0,10.9,18.0,0
454,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",55.0,18,7,241.0,10.9,18.3,0
455,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",54.0,17,7,241.0,10.9,19.1,0
456,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",53.0,16,7,241.0,10.8,19.9,0
457,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",51.0,15,7,241.0,10.9,20.4,0
458,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",51.0,14,6,241.0,10.8,21.9,0
459,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",50.0,13,6,241.0,10.7,23.1,0
460,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",50.0,12,6,241.0,10.6,25.0,0
461,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",49.0,11,6,241.0,10.6,26.7,0
462,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",48.0,10,6,241.0,10.5,28.8,0
